-0.00021825+0.0011908i,-0.00044829+0.002127i,-0.0017713+0.0013479i,-0.0027996+1.6931e-05i,-0.0021338+0.0010918i,-0.0012977+0.0027891i,0.00011899+0.0017282i,0.001211+0.00060724i,0.0010084+0.00046706i,0.00059739-0.0002065i,0.00011433-0.00059014i,-0.00038336-0.00018194i,-0.00056501+0.00017169i,-0.00048235+0.00037524i,-0.00052838+0.00068222i,-0.00075324+0.0013029i,-0.00026802+0.0010675i,0.00022583+0.00048637i,0.00023591+0.00039392i,0.00020352+0.00024277i,-3.7286e-05-5.2325e-05i,-0.00054404-0.00039762i,-0.00064852-0.00038911i
-0.0013586+0.001054i,0.00011812+0.00096791i,0.00056912+0.0010773i,0.00071585+0.0025825i,0.001272+0.0041062i,0.0011739+0.002475i,0.0010376+0.00062666i,-7.3774e-05-0.00024248i,-0.00095171+0.00023649i,-0.00036719+0.0015368i,-1.0954e-05+0.0013276i,0.00024609-4.4667e-05i,-7.601e-05-0.00017824i,-0.00044397+0.00069487i,-0.00056562+0.0010614i,-0.00092907+0.0019089i,-0.0014509+0.0023688i,-0.0012725+0.001816i,0.00013029+0.00060752i,0.00069038-7.1103e-05i,0.00017122+1.4774e-05i,-0.00014716-0.00046636i,0.00023739-0.001248i
0.00054725+1.2029e-05i,0.00034786+5.4143e-05i,0.00041463+0.00059485i,0.00049942+0.0003662i,0.00046257-0.00021987i,0.00061874-0.00068239i,-4.3659e-05-0.00065209i,-0.0012016-0.00066055i,-0.00067844-0.00067873i,6.5518e-05-0.000595i,3.2642e-05-0.00052271i,0.0002538+7.6642e-05i,0.00050572+0.00051569i,0.00084388+0.00081725i,0.0015624+0.00053158i,0.00219-8.9661e-05i,0.0024604-0.00015842i,0.001585-2.3463e-05i,0.0012767+0.00011932i,0.0012281+0.00050123i,3.4994e-05-0.00036294i,-0.00023561-0.0011489i,-0.00030066-0.0010573i
0.0021418-0.0017659i,0.0021724-0.0028544i,0.0015839-0.0028926i,0.0010353-0.0013057i,0.00049021+5.9045e-05i,-7.2838e-05-0.00016458i,-0.00057644-0.00067047i,-0.00042642-0.00016322i,0.00027536+0.00023653i,0.00031571-0.00052812i,-0.00033843-0.00087015i,-0.00079946-1.6983e-05i,-0.00032647-2.5081e-05i,0.00050476-0.00040279i,0.00072575-0.00011689i,0.00025218-0.00031002i,0.00024483-0.0011021i,-7.8032e-05-0.0013994i,-0.0010037-0.00091573i,-0.0010732-0.0007067i,-0.00035492+2.893e-05i,-0.00031715+0.0012439i,-0.00055527+0.00091693i
0.0010058-0.00078099i,0.00014382-0.0010705i,-0.0013759-0.00034097i,-0.0016781+0.00010049i,-0.001184+0.00046032i,-0.0011499+0.00036515i,-0.00076705+0.00019418i,-0.00047149+0.00011243i,-0.0009266-0.00061567i,-0.0013029-0.001391i,-0.00062529-0.0014727i,0.00011092-0.00081599i,0.00036566-0.00012241i,0.00027377-0.000407i,-0.00037712-0.00099229i,-0.00079952-0.00084414i,-0.0011423-0.0010655i,-0.0010414-0.00073992i,-0.00072843-0.00018016i,-0.00077658+0.00015647i,-0.0011184+0.00024745i,-0.00030082+0.0006376i,0.00043897+0.00085837i
-2.3399e-05-0.00066819i,0.00091835-0.00087657i,0.00066673-0.0018197i,-0.0011824-0.00088399i,-0.0021836+0.0019532i,-0.00096605+0.0029679i,0.00044941+0.0014163i,0.00068879+0.0001915i,-5.2897e-05+0.00032983i,-0.00076236+0.00030391i,-0.0010706-0.00011404i,-0.00040945-0.00039283i,-8.8539e-05-0.00061672i,-0.00089677+0.00020089i,-0.0010271+0.0013651i,-0.0010319+0.0021118i,-0.001589+0.0022289i,-0.0011741+0.0013521i,-0.00034225+0.00022166i,0.00015363-0.0004201i,0.00081201-0.00050653i,0.0014447-0.00080053i,0.00091749-0.00022173i
-0.00097273-0.00012495i,-0.0015318+0.00108i,-0.0022862+0.0014829i,-0.0015706+0.0016132i,-5.9548e-05+0.0010525i,0.0014769+0.00021154i,0.0012194-0.00085696i,0.00030536-0.0019905i,-0.00022594-0.0021264i,0.0002246-0.00074495i,0.00041435+0.00020982i,-0.00020943-0.00011525i,-0.00015935+9.9442e-05i,-4.5812e-05+0.0009342i,0.0003529+0.0012962i,0.0011344+0.001321i,0.0012019+0.0016661i,0.00045185+0.001117i,-0.00020442-8.0561e-05i,0.00037516-0.00070235i,0.0002671-0.00083132i,-0.00059396-3.6344e-05i,-0.0010895+0.00062566i
-0.00053427+0.0017694i,-0.00066352+0.00076059i,-0.00072502+0.00048078i,-0.00080702+0.00079341i,0.0013073+0.0003495i,0.0024508-0.0011729i,0.00060434-0.0016019i,-0.0018477-0.00047252i,-0.002526+0.00024596i,-0.0010412+0.00037693i,-1.8338e-05+0.00017731i,-0.00026842-6.5238e-05i,-0.00030123-0.00035768i,0.00039903-0.00043861i,0.00097092-0.00018609i,0.0016984-0.0005258i,0.0019902-0.00098437i,0.00086247-0.0012126i,0.0002577-0.001248i,0.00032798-0.00031309i,0.00012442+0.00074807i,-0.00047425+0.00097811i,-0.00063371+0.00059494i
0.0015086-0.0022565i,0.00095328-0.0037001i,-0.00057747-0.0033878i,-0.0017748-0.00082471i,-0.0025358+0.00089897i,-0.0027699+0.00059567i,-0.0014361+0.00061519i,-0.0003119+0.0010269i,0.00017724+0.00061669i,0.00047981-0.00014389i,0.00052869-0.00012318i,0.00066018+0.0004383i,0.00011646+0.00083504i,-1.82e-05-0.0001257i,0.00024386-0.0015356i,2.9415e-05-0.0019455i,-0.00043992-0.0018609i,-0.00082968-0.00086583i,-0.00034203+2.99e-06i,-0.00019913+0.0002743i,-0.00070946+0.0011811i,-5.283e-05+0.001059i,0.0013083-0.00046941i
0.0011546-0.00076735i,0.0014524-0.00035928i,0.00011847+0.00028941i,0.00012196-0.00042654i,0.00013016+0.00062829i,0.00013746+0.001872i,0.00055361+0.00027271i,0.00068074+9.7924e-05i,0.00066198+0.00063509i,0.00037511+0.00026237i,0.0002189+0.00031101i,0.00044478+0.00059389i,0.00066655+0.00061699i,0.00022932+0.00020848i,-0.0013838-0.00047836i,-0.0018901-0.00084244i,-0.0012741+6.7057e-05i,-0.0017385+0.00072318i,-0.0013406+0.00016683i,-0.00039527-3.8173e-05i,-0.00026495+0.0001688i,-0.00028024+0.00027082i,-0.00015347-0.00077378i
0.0014213+0.0008412i,0.0016437+7.1796e-05i,0.001532-0.00055204i,0.0014925-0.00044453i,0.0015216+0.00014727i,0.00053715+0.00029612i,0.00028966-0.0002669i,0.0015971-0.00033991i,0.0023137-0.00053597i,0.0020027-0.00076697i,0.00090197+0.00014345i,0.00018426+0.00040732i,-0.00013308-0.00017469i,-0.00069075+0.00039838i,-0.00049667+0.0020528i,3.2292e-05+0.0021851i,-7.3931e-05+0.0022939i,-0.00031393+0.0020673i,0.00044868+0.00059302i,0.0017389-0.00011659i,0.0022832-0.0010973i,0.0015959-0.0012926i,0.00030548-0.00053768i
-0.0012528-0.00028733i,-0.00053016+0.00031849i,-0.0004273+0.001859i,-0.00024883+0.0027373i,0.0001657+0.0030434i,0.00036779+0.0014773i,-0.00074307-0.0004568i,-0.0017383-0.0010123i,-0.001643-0.0019568i,-0.0010849-0.002362i,-0.00016869-0.0015827i,0.0001418-0.00093187i,-0.00063944-0.00045122i,-0.001242+0.00058948i,-0.00064811+0.0014438i,0.00053123+0.00076675i,0.00068367+0.00013494i,0.00079046+0.00010113i,0.0011061-0.00011099i,0.00036817-0.00094247i,-0.00098561-0.0014046i,-0.0014742-0.00079474i,-0.0011497+0.00034303i
0.0011308-0.0036077i,0.00038557-0.0038255i,-0.0026047-0.0027415i,-0.0048372-0.00056628i,-0.004478+0.00012612i,-0.0027836+0.0001377i,-0.0015145-8.9335e-05i,-0.001717-0.0004175i,-0.0026074-0.0012404i,-0.0023174-0.0021471i,-0.0018346-0.0014894i,-0.0016566+7.2567e-05i,-0.0007365+0.00022703i,0.00070057-0.00041658i,0.0012581-0.00042515i,0.00093233-0.00029846i,0.00048938-0.00063615i,-0.00035236-0.0012957i,-0.00037834-0.001846i,0.00018252-0.0014313i,0.00010867-0.00061857i,-6.3742e-07+0.00076707i,-0.00031248+0.0010877i
0.00098949-3.7577e-05i,0.0011414-0.00059233i,0.00028573-0.00029226i,0.00035061+0.00045675i,0.00029389+0.0010941i,0.0005333+0.0011681i,0.0011164+0.0010619i,0.00014314+0.00058235i,-0.00060172+0.00095259i,-0.00022135+0.0012806i,0.00032267+0.00067623i,0.00020465+9.8429e-05i,-0.00042107-8.652e-05i,-0.00032852-0.00024648i,0.00023123-0.00022864i,-0.00068639+0.0001596i,-0.0021564+0.00086526i,-0.0020996+0.0014727i,-0.0016969+0.00051635i,-0.00022641-0.00027685i,0.0012308+0.00023358i,0.00083123+0.00051626i,0.00043688+0.00053659i
-0.0031402-0.00024612i,-0.0031256+0.00044314i,-0.0032915+0.00079981i,-0.003125+0.0012076i,-0.0022561+0.0020244i,0.00016035+0.0024013i,0.0013015+0.0013548i,0.0012091+0.00092504i,0.0020627+0.002139i,0.0020612+0.0023208i,0.0012004+0.0014414i,2.6616e-05+0.0010139i,-0.00065307+0.00092485i,-3.9052e-05-1.268e-05i,9.868e-05-0.0011076i,-0.00015239-0.00051164i,-6.4911e-05+0.00074645i,0.00030437+0.00098682i,0.0006156+0.00070895i,0.00049017-0.00013857i,0.00073059-0.00037457i,0.0010244+0.00010178i,0.00086769-0.00038714i
-0.00052852+0.00061041i,-0.00019244-0.00060933i,-0.00024826-0.00038008i,-0.00033541+0.0015457i,0.00074919+0.00072617i,0.0014039-0.0009404i,0.00082759-0.001596i,0.0012539-0.0019187i,0.0026212-0.0016763i,0.0029656-0.0015875i,0.0020005-0.001168i,0.0013458+0.00057501i,0.00080318+0.0011174i,-0.00026807+0.00052698i,-0.00072738+0.00026261i,0.00018911+5.5404e-05i,0.0010269-0.00053996i,0.0012459-0.0011801i,0.0011103-0.0015311i,0.00096862-0.0017268i,0.00042526-0.0010429i,-0.00015941-0.0002997i,-0.0004496-0.00039604i
0.0019349+0.0010578i,0.0010228+0.00044526i,0.00043662+0.00017578i,0.0010133-0.00072032i,0.00072875-0.0012993i,-0.0012161-0.0012398i,-0.0024783-0.0011655i,-0.0016454-0.0019137i,-0.00077766-0.002885i,-0.00045733-0.0030416i,0.00027375-0.0026187i,0.00061228-0.0017477i,0.00031615-0.00022779i,0.00016165+0.00055327i,-5.5424e-05+0.00028496i,-0.00038831-0.00066813i,-0.00061089-0.0017828i,-0.00087921-0.0018888i,-0.00072672-0.0019791i,-0.00012271-0.0010918i,0.00027588+0.00010209i,0.00026507+0.0002754i,0.00036329+0.00022532i
-0.00065627-0.00039237i,4.0564e-05-0.00018993i,-0.000951+0.00013856i,-0.0016966+0.00094794i,-0.000713+0.0017885i,0.00038558+0.0020393i,0.00033198+0.0014125i,-0.0016569+0.00039473i,-0.0034229-0.00039167i,-0.0031036-0.0011528i,-0.0016684-0.001051i,-0.00083624-0.00062985i,-2.3223e-05-0.0007278i,0.00063567-0.00066579i,0.00029211-0.00022567i,-0.00062626+0.0001855i,-0.0017765+0.00087204i,-0.0019132+0.0014191i,-0.0010221+0.00094986i,-0.00068895+0.00050865i,-0.00064304+0.0012934i,-0.00045642+0.0019078i,3.8294e-06+0.0013375i
0.0013339-0.0008084i,0.00082452-0.0012104i,0.00034739-0.0021954i,-0.0017393-0.0018449i,-0.0026804-0.00018164i,-0.0013048+0.0016471i,2.3428e-05+0.0020746i,-7.1092e-05+0.0019635i,-0.001123+0.0020949i,-0.0019801+0.0021893i,-0.0022268+0.0013349i,-0.0024648+0.000894i,-0.0028161+0.00040405i,-0.0010496-0.00070454i,0.0004884-0.00027811i,8.1772e-05+0.00068867i,-8.1428e-05+0.0014813i,-0.00023381+0.0020531i,0.00014818+0.0015918i,0.00067817+0.00065949i,0.00081173+0.00035018i,0.00044895+0.00066423i,0.00015033+0.0003016i
0.0019108-0.00027956i,0.0026028-0.0016448i,0.002845-0.0031636i,0.00025382-0.0035297i,-0.0012524-0.0021499i,-0.00091184-0.00075968i,0.00046912-0.00099765i,0.001935-0.00015037i,0.0024375+0.0014094i,0.0019519+0.00081067i,0.00096797+0.0002606i,-0.00052639+0.0011737i,-0.00083811+0.0017259i,-2.2939e-05+0.0012216i,-5.6273e-06+0.00068386i,0.00020032+0.000652i,0.00102+0.00011283i,0.00166-0.00060924i,0.0016777-0.0001786i,0.001582+0.00078887i,0.00071176+0.00082868i,0.00010748+0.00056941i,0.00020353+0.00068172i
0.0014215+0.001121i,0.0011659+0.00068289i,0.00032822+0.00046058i,-0.0002998+0.00058502i,-0.00051809-0.00040772i,-0.00047615-0.0012412i,-0.00053075-0.0013131i,0.00032413-0.0018959i,0.0021352-0.0018301i,0.0029962-0.00076193i,0.0021109-0.00020899i,0.00079574+0.00012521i,1.0467e-05+1.2763e-05i,2.4212e-05-1.8315e-05i,0.00040021+0.00048663i,0.00024846-0.0003216i,-0.00015659-0.0016017i,-9.4417e-05-0.0022396i,6.3178e-05-0.0014223i,0.00062476-1.84e-05i,0.00070555-0.00020897i,0.0001894-0.00059749i,0.00035821+2.0841e-05i
0.0015066-0.0026289i,-0.00031921-0.0017582i,-0.00073132-0.00075176i,-0.0016965-0.00029139i,-0.003242+0.0006891i,-0.0033208+0.001503i,-0.003062+0.00052243i,-0.0021508-0.0018336i,-0.0013617-0.0033975i,-0.00089192-0.0035809i,-6.0366e-05-0.0029396i,0.00050088-0.0014082i,0.0013625+3.1127e-05i,0.0014381-0.0003357i,0.00045926-0.00030896i,-0.000238-1.3671e-05i,-0.0011196-0.00059774i,-0.0020771-0.00064897i,-0.0022832-7.915e-05i,-0.0018632+0.00049184i,-0.0016423+0.0010663i,-0.0011882+0.0011685i,-0.0001933-5.2425e-05i
0.00014002+0.00185i,0.0017928-0.00021308i,0.0033897-0.0016949i,0.0030409-0.0025024i,0.0018498-0.0015583i,0.00031855+1.9132e-05i,-0.0010218+0.00046575i,-0.0029658-0.00026721i,-0.0039179-0.00073411i,-0.0040756-0.00069114i,-0.0033364-0.00041684i,-0.0016841-0.00047599i,-0.00038212-0.00051447i,0.00073758-0.00057318i,0.00068291+5.532e-05i,-0.00055235+0.0010505i,-0.0015174+0.0012611i,-0.0019405+0.0014199i,-0.0013374+0.001007i,-0.00060522+0.00053675i,3.4338e-05+0.00051749i,-0.00088164+0.00038477i,-0.0019443-4.7571e-05i
0.00015115-0.000293i,0.0014225-0.0012816i,0.00097015-0.00052838i,-0.00025385+0.00042164i,0.00028994+0.0016213i,0.0019263+0.0017401i,0.0012613+0.0014814i,-0.0012557+0.0022634i,-0.0025417+0.0027237i,-0.0023745+0.0030735i,-0.0011901+0.0021904i,-0.00076045+0.00021166i,-0.0012949-0.0013082i,-0.00075279-0.001645i,-0.00031571-0.00032123i,0.00014898+0.00075138i,0.0014077+0.0014425i,0.0022275+0.0017668i,0.0021939+0.0019359i,0.0014656+0.0013701i,0.00078817+0.00049592i,0.00022114+0.00052126i,-0.00014984+0.00088876i
0.00024393-0.001484i,-0.0022576-0.0011562i,-0.0046045-0.0005645i,-0.0037662+7.353e-05i,-0.0016118+0.002018i,0.00021032+0.001635i,0.0017855-0.00012995i,0.0019838+0.0012457i,0.0024928+0.0028983i,0.0029095+0.0028565i,0.0019124+0.001569i,0.00038778+0.00050251i,-4.3363e-05+9.6463e-05i,-1.949e-05-0.00019651i,0.00049548-0.00028737i,0.0005484-7.5388e-05i,0.00014453-0.00079533i,0.0013813-0.001312i,0.0018658-0.0010937i,0.00070534-0.00079301i,0.00035271-0.00034717i,0.00072487+0.00096013i,0.00070906+0.0015517i
0.0013176-0.0020814i,0.0010351-0.0029888i,-1.9632e-05-0.0044423i,-0.00087367-0.0032769i,-0.00094019-0.00078585i,-0.00041943+8.7545e-05i,0.00057793-0.0010784i,0.0015103-0.0023109i,0.0027815-0.0031269i,0.0035696-0.003497i,0.0024356-0.0030115i,0.00053629-0.001399i,0.00030062+5.7995e-05i,0.0005874+0.00085351i,8.0252e-05+0.0012473i,-5.6283e-05+0.00052873i,0.00019083-0.00052042i,-0.00017845-0.00090353i,-0.00041368-0.0013036i,-0.00038899-0.0018514i,-2.4947e-05-0.0020052i,0.00018961-0.001484i,0.00044503-0.0017749i
0.00065353+0.0021385i,0.00097224+0.0016917i,0.0013414+0.0024669i,0.0012662+0.002946i,0.0010074+0.0019179i,-0.00012703+0.00012631i,-0.0011824-0.0019842i,-0.0019062-0.0029215i,-0.0018341-0.0040322i,-0.00089053-0.00543i,-0.0006473-0.0045897i,0.00020165-0.0022734i,0.0007331-0.0010147i,0.0010928-0.00025159i,0.0010639+0.00099311i,-0.00029346+0.0010947i,-0.00129+0.00044105i,-0.0021795+0.00014317i,-0.0018884-0.00031296i,-0.0010765-0.00079721i,-0.0014762-0.00063279i,-0.0012513-2.5236e-05i,-0.00054354+7.5541e-05i
0.00019982-0.0010442i,0.00082628-0.0012617i,0.0011235-0.0027217i,-0.00057499-0.0022233i,-0.0017459-3.2116e-05i,-0.0014158+0.00080086i,-0.0019673+4.6334e-05i,-0.0034686-0.00070436i,-0.0048677-0.00081693i,-0.0052781-2.2007e-05i,-0.0048333+0.00055057i,-0.0024257+0.00029521i,0.00074377+0.00020027i,0.0018409-0.00048506i,0.0017544-0.0016378i,0.00049919-0.00079017i,-0.0011092+0.00093237i,-0.0013118+0.0017781i,-0.00077828+0.0012974i,0.00046702+0.00099446i,0.00022149+0.00071022i,-0.00079394+0.00054892i,-0.00097897+0.00056403i
0.00017922+0.0013046i,0.0010249+0.0009176i,0.0004971+0.00035263i,-0.00018922-0.00048902i,-9.7237e-05+0.00014606i,-0.00013821+0.0013419i,-0.0003508+0.0029102i,-0.00050944+0.0034312i,-0.0011207+0.0030465i,-0.0016138+0.0036548i,-0.00075348+0.0033128i,0.00023862+0.0017476i,-0.00010654+0.00087313i,-0.00015648+0.00018772i,-0.00053892-0.00035707i,-0.00080565-0.0010782i,0.00038847-0.0012261i,0.00090076-0.00014278i,0.00082137+0.00047881i,0.0012184+0.00046687i,0.0013306+0.00062024i,0.00091277+0.00094897i,0.00076119+0.0012011i
0.00061273-0.0022694i,0.00104-0.0039847i,-1.2998e-05-0.0031894i,-0.0011651-0.0010646i,-0.00059601+8.9198e-05i,-0.00083665+0.00031342i,-0.00040765+0.0013212i,0.00094495+0.0017608i,0.0021215+0.0018384i,0.0032602+0.0024652i,0.0027601+0.0012865i,0.0007702-0.00040982i,-0.00098477+0.00056889i,-0.0012505+0.0018386i,-0.0016576+0.0012358i,-0.0018741+0.00066533i,-0.00095096+0.00072149i,-0.00040354+0.00077733i,-0.00014922+0.00045395i,0.00076036+5.5792e-05i,0.0010857-2.1469e-05i,0.0012071-5.7974e-06i,0.0017414+0.00025192i
0.0013951+0.0010901i,0.0014083-0.0012882i,0.00051803-0.0024631i,0.00051629-0.0012363i,0.00035104+0.00099545i,0.00099999+0.0014007i,0.0018168+0.00014505i,0.0016309-0.0014959i,0.0022974-0.0023713i,0.0028757-0.0019211i,0.002157-0.0015138i,0.00041893-0.0012192i,0.00012038-0.00057869i,0.00077291+0.00017752i,1.7122e-05+0.0013946i,-0.00060699+0.0015552i,-0.00082278+0.0011899i,-0.0008121+0.00039472i,0.00019357-0.00037705i,0.0005767-0.00052181i,-0.00014376-0.00095727i,-0.00057624-0.0018611i,-7.629e-05-0.0017872i
0.0047382+0.003449i,0.0039187+0.0025805i,0.002919+0.0015298i,0.00088653-0.0012457i,-0.00067469-0.0028153i,-0.0015735-0.002692i,-0.0015699-0.0028255i,-0.0011179-0.0030065i,-0.00084822-0.0037807i,-0.00070203-0.0042308i,-0.0011482-0.0034629i,-0.0018894-0.0016724i,-0.00091083+0.00024097i,0.00063314+0.00084437i,0.0012916+0.0011688i,0.0012073+0.00097463i,0.0011212-0.00029008i,0.00063694-0.00084766i,-0.00034166-0.00088357i,-0.00058482-0.00052796i,-0.00068643+0.00022033i,-0.001328+0.00022929i,-0.0018323-0.00030863i
-0.0016135+0.0032463i,-0.0013837+0.00061225i,-0.00033912+0.00017217i,0.0002767+0.0013861i,0.00038229+0.00092089i,-0.00039031-0.00071179i,-0.0018608-0.0013271i,-0.0026907-0.00068549i,-0.002817+0.00063013i,-0.0027976+0.00058911i,-0.0021472+0.00035545i,-0.0013196+0.00062914i,-0.00040573+0.00011968i,0.00041891-0.00023822i,0.0010549-0.0011103i,0.00010702-0.0023456i,-0.0015075-0.0020289i,-0.0017103-0.0012261i,-0.0012961-0.00070497i,-0.00038348-4.9805e-05i,4.2996e-05+0.00048025i,-0.00059729+0.00074972i,-0.00033094+0.0009997i
7.5687e-05-0.0016368i,0.00043657-0.0020988i,0.00015984-0.0018756i,-0.00031684-0.0011524i,-1.4493e-05+0.00041528i,-0.00046854+0.0011783i,-0.00044592+0.0015307i,6.8582e-05+0.0017716i,1.1466e-06+0.0017817i,-0.00078+0.0020389i,-0.0011092+0.0015586i,-0.00055833+0.00067198i,0.00063135-0.00032065i,0.0004818-0.0017459i,-0.00098162-0.0019277i,-0.0014445-0.0018611i,-0.0012836-0.00089289i,-0.0012526+7.5777e-05i,-0.0010217+0.00059642i,0.00039411+0.00087616i,0.00081338+0.0010937i,0.00039111+0.0011735i,4.3735e-05+0.0012284i
-0.00023613-0.0015082i,-0.00051073-0.0019143i,-0.0013598-0.0019757i,-0.0012022+3.2624e-05i,-0.00091759+0.0019921i,0.00020788+0.0014664i,0.0020196+0.00040035i,0.0024989+0.00025052i,0.0021595+0.00024837i,0.0021867-9.3871e-05i,0.0022131-0.0010682i,0.00090959-0.0020298i,-0.00021234-0.0013586i,-0.00036083-0.00025479i,-0.00087384-2.4153e-06i,-0.0019119+2.2344e-05i,-0.0018897+0.00074043i,-0.0010686+0.0018591i,-0.00017132+0.0018613i,0.00015233+0.0008528i,0.00041094-7.4611e-05i,0.00074981-0.00051139i,0.0013247+0.0001272i
-0.00032743-0.00013688i,-0.0016046+0.0020286i,-0.0026257+0.0033214i,-0.0032634+0.0037132i,-0.0018746+0.0034683i,0.0011939+0.002178i,0.0029413+0.00027303i,0.0026322-0.0017432i,0.00082465-0.002103i,1.6535e-05-0.0012249i,0.00017037-0.001416i,-0.00053248-0.0013816i,-0.00063751-0.00040974i,-0.00035583+0.0008008i,-0.00032243+0.00162i,0.00012087+0.002032i,0.00094045+0.0016289i,0.0014145+0.0008685i,0.0019398-0.00041003i,0.0019978-0.0011268i,0.001367-0.00063198i,0.00095848-0.00071243i,0.00056715+0.00011075i
0.00026687-0.0026502i,-0.00037091-0.0032261i,-0.0022017-0.0035879i,-0.0028414-0.0018217i,-0.0013624+0.0002923i,-0.00044201+0.00054937i,-0.00075194-0.00085345i,-0.0018749-0.0026124i,-0.0033067-0.0024127i,-0.0033578-0.00093646i,-0.0022459+0.00031623i,-0.0011105+0.0017491i,-0.0004021+0.0019639i,0.00091609+0.0010112i,0.0022701+0.00026277i,0.0025537-0.00015692i,0.0018994-0.00065194i,0.0012264-0.0014257i,0.00055508-0.0017964i,-0.00029712-0.0008675i,-0.0010151+0.00034957i,-0.0010935+0.00087537i,-0.00049395+0.0005633i
0.0011148-0.0012199i,0.0014747-0.0003169i,0.00072094+0.00047933i,-0.0017732+0.0012791i,-0.0042713+0.0018381i,-0.0046861+0.0013739i,-0.0032824+0.00082972i,-0.0023545+0.00037445i,-0.0023255+0.00034617i,-0.0020402+0.00092239i,-0.00090198+0.0019109i,0.00073201+0.0018423i,0.0019516+0.0014552i,0.0011879+0.00063544i,0.00052448+0.00011954i,0.00055301+1.218e-05i,-0.00063754-0.00085795i,-0.00089173-0.0012486i,-0.0011097-0.00061224i,-0.0010706+0.00016219i,-0.00030044+0.00072999i,0.00020498+0.00075497i,0.00031557-0.00027031i
0.001407-0.0010323i,0.0015942-0.0017103i,0.0015691-0.0020278i,0.0010112-0.00071934i,0.00021243+0.0013512i,0.0005247+0.002772i,0.00042727+0.0037515i,-0.00010337+0.0036466i,0.00046007+0.0030692i,0.0012988+0.0025966i,0.0014964+0.0013939i,0.0015428-5.757e-05i,0.0010047-0.0010169i,0.00095142-0.0016293i,0.00075606-0.0014796i,-0.00048218-0.00084015i,-0.0013977+0.000319i,-0.0016246+0.001654i,-0.0012224+0.0022767i,-0.00056296+0.0015695i,0.00041181+0.0014805i,0.00071814+0.0014819i,0.0004752+0.00074069i
-0.001063-0.00055389i,-0.0018629-0.00029758i,-0.0026645+2.8433e-06i,-0.0014316-0.00040396i,0.00063986+0.00053187i,0.0020966+0.0015238i,0.003441+0.00036679i,0.0039948-0.0006614i,0.0033378-0.0017603i,0.0033898-0.0025607i,0.0024813-0.0020803i,0.00053707-0.001604i,-0.00011207-0.0014704i,4.9276e-06-0.0013176i,-0.00038852-0.00065852i,-0.00049743+0.00092261i,0.00093881+0.0025207i,0.0015971+0.002915i,0.0010832+0.0019783i,0.00091995+0.00060113i,0.001113-8.6094e-05i,0.00071947-0.0006256i,0.00058243-0.00033735i
0.0022537-0.0022794i,0.0015169-0.0033127i,-0.00010716-0.0036267i,-0.0015328-0.003222i,-0.0018859-0.0026401i,-0.00088316-0.0025503i,0.0010301-0.0033724i,0.0021632-0.0039046i,0.00030244-0.0044053i,-0.0015731-0.0045069i,-0.0021101-0.0030921i,-0.0032639-0.0014161i,-0.0029121-2.3601e-06i,-0.001089+0.00015207i,-9.2281e-05+0.00030007i,-0.00030274+0.0010953i,0.00083107+0.00011347i,0.0018328-0.0010464i,0.0015978-0.0013071i,0.00063997-0.0012707i,-0.00048947-0.0012244i,-0.00084384-0.0012599i,-0.00069447-0.0011331i
-0.00037467-0.00059984i,0.00023244+0.00026862i,-0.0005629+0.0011799i,-0.0014878+0.00074746i,-0.0016257-0.0010981i,-0.0024822-0.0021574i,-0.0035013-0.0032269i,-0.0040155-0.0039171i,-0.0046016-0.0031873i,-0.003908-0.0019696i,-0.0029447-0.00038677i,-0.0026002+0.0010612i,-0.0013983+0.001166i,7.1602e-05+0.00039093i,0.00064089+3.598e-05i,0.00088088-0.0012834i,0.00087864-0.0024667i,-0.00040916-0.0022937i,-0.0011567-0.0013477i,-0.00068715-0.00063698i,-0.00081726-6.9232e-05i,-0.0005392+0.00065851i,0.00014904+0.0009431i
0.00015866-0.00030426i,0.00095053+0.0013772i,0.00099058+0.0015397i,-0.00073184+0.0023334i,-0.0035906+0.0039202i,-0.0042996+0.0044352i,-0.0043325+0.0035348i,-0.0049101+0.0020014i,-0.0040246+0.0017982i,-0.0025924+0.0020014i,-0.001735+0.0016722i,-7.0432e-05+0.0016806i,0.0010801+0.0018935i,0.00051879+0.0010965i,-0.00033898+0.00059692i,-0.0011867+0.00030306i,-0.0021563+6.5067e-05i,-0.0020009+0.00067941i,-0.00091198+0.00080868i,-0.00021706+0.0010654i,-0.00029404+0.0015961i,0.00035418+0.0011232i,0.0010776+0.0010311i
0.0024349-0.0016909i,0.00024928-0.0030365i,-0.00089549-0.0046517i,-0.00017909-0.0035452i,-0.00061862+0.0004144i,-0.0014758+0.0039792i,-0.0010585+0.0051725i,-9.562e-05+0.0047361i,0.0011588+0.0031441i,0.0023954+0.0010506i,0.0027683+4.7335e-05i,0.002796-0.00024681i,0.0020821+0.00016852i,0.00012546+0.00086087i,-0.00039453+0.0013828i,-0.00065827+0.00085474i,-0.0013109+0.00029011i,-0.00054973+0.0010084i,5.7122e-05+0.00094385i,0.00016179+0.00030081i,0.0012762-1.3789e-06i,0.0013862-0.00044137i,0.00063673-0.00013229i
